<MP-CMI-NE>dis int des
PHY: Physical
*down: administratively down
^down: standby
(l): loopback
(s): spoofing
(E): E-Trunk down
(b): BFD down
(B): Bit-error-detection down
(e): ETHOAM down
(d): Dampening Suppressed
(p): port alarm down
(ld): loop-detect trigger down
Interface                     PHY     Protocol Description                     
VE16/0/1.363                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2700009
VE16/0/1.364                  up      up       EXTERNAL-FULLMESH-SPOKE-600508-IPV2700009
VE16/0/1.365                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750001
VE16/0/1.366                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750001
VE16/0/1.369                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750001
VE16/0/1.370                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750001
VE16/0/1.371                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750003
VE16/0/1.372                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750003
VE16/0/1.373                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750003
VE16/0/1.374                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750003
VE16/0/1.375                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500539
VE16/0/1.376                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-BINL0500546
VE16/0/1.377                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500552
VE16/0/1.378                  up      up       EXTERNAL-FULLMESH-SPOKE-600510-IPV0500549
VE16/0/1.379                  up      up       EXTERNAL-FULLMESH-SPOKE-600510-IPV0500550
VE16/0/1.2972                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2973                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2974                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2975                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2976                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2977                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2978                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2979                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2980                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2981                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2982                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2983                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2984                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2985                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2986                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2987                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2988                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2989                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2990                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2991                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2992                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2993                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2994                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2995                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.2996                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-MEDIA
VE16/0/1.2997                 up      up       INTERNAL-FULLMESH-SPOKE-1072-CMI1-MSAN-SINALING
VE16/0/1.2998                 up      up       INTERNAL-HUBSPOKE-SPOKE-1014-CMI1-IAD-0410
VE16/0/1.2999                 up      up       INTERNAL-HUBSPOKE-SPOKE-1002-CMI1-VOD-IPTV
VE16/0/1.3000                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261169
VE16/0/1.3001                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261171
VE16/0/1.3002                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1491386
VE16/0/1.3003                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1491387
VE16/0/1.3004                 up      up       EXTERNAL-FULLMESH-SPOKE-600383-IPV1860024
VE16/0/1.3005                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350002
VE16/0/1.3006                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260764
VE16/0/1.3007                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160724
VE16/0/1.3008                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600081-IPV0500366
VE16/0/1.3009                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600081-IPV0500368
VE16/0/1.3010                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340002
VE16/0/1.3011                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500088
VE16/0/1.3012                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500020
VE16/0/1.3013                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340003
VE16/0/1.3014                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340032
VE16/0/1.3015                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340004
VE16/0/1.3016                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340008
VE16/0/1.3017                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340019
VE16/0/1.3018                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340020
VE16/0/1.3019                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340034
VE16/0/1.3020                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340018
VE16/0/1.3021                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340010
VE16/0/1.3022                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340009
VE16/0/1.3023                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340021
VE16/0/1.3024                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350030
VE16/0/1.3025                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350029
VE16/0/1.3026                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490493
VE16/0/1.3027                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500025
VE16/0/1.3028                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500023
VE16/0/1.3029                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500019
VE16/0/1.3030                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500024
VE16/0/1.3031                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500206
VE16/0/1.3032                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500187
VE16/0/1.3033                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350032
VE16/0/1.3034                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340007
VE16/0/1.3035                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500266
VE16/0/1.3036                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350035
VE16/0/1.3037                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500271
VE16/0/1.3038                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800069
VE16/0/1.3039                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261278
VE16/0/1.3040                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350038
VE16/0/1.3041                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261289
VE16/0/1.3042                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340040
VE16/0/1.3043                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350039
VE16/0/1.3044                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350040
VE16/0/1.3045                 up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500485
VE16/0/1.3046                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350053
VE16/0/1.3047                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350054
VE16/0/1.3048                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350057
VE16/0/1.3049                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350059
VE16/0/1.3050                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350060
VE16/0/1.3051                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350061
VE16/0/1.3052                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350064
VE16/0/1.3053                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350066
VE16/0/1.3054                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350067
VE16/0/1.3055                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350068
VE16/0/1.3056                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350070
VE16/0/1.3057                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350073
VE16/0/1.3058                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350074
VE16/0/1.3059                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350094
VE16/0/1.3060                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350100
VE16/0/1.3061                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350095
VE16/0/1.3062                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350098
VE16/0/1.3063                 up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500529
VE16/0/1.3064                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800090
VE16/0/1.3065                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800092
VE16/0/1.3066                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800093
VE16/0/1.3067                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500278
VE16/0/1.3068                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-BIPV1491495
VE16/0/1.3069                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750018
VE16/0/1.3070                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750007
VE16/0/1.3071                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750008
VE16/0/1.3072                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750011
VE16/0/1.3073                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750015
VE16/0/1.3074                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750017
VE16/0/1.3075                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750009
VE16/0/1.3076                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750016
VE16/0/1.3077                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750019
VE16/0/1.3078                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750020
VE16/0/1.3079                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750022
VE16/0/1.3080                 up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500550
VE16/0/1.3501                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500018
VE16/0/1.3502                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500019
VE16/0/1.3503                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500046
VE16/0/1.3505                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500021
VE16/0/1.3506                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500024
VE16/0/1.3507                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500020
VE16/0/1.3508                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500023
VE16/0/1.3512                 up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500367
VE16/0/1.3514                 up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500079
VE16/0/1.3518                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260053
VE16/0/1.3532                 up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV0500318
VE16/0/1.3538                 up      up       EXTERNAL-FULLMESH-SPOKE-610027- IPV1160023
VE16/0/1.3539                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500083
VE16/0/1.3550                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160079
VE16/0/1.3551                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260055
VE16/0/1.3552                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260056
VE16/0/1.3553                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260057
VE16/0/1.3555                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260059
VE16/0/1.3556                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260060
VE16/0/1.3557                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260061
VE16/0/1.3558                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260062
VE16/0/1.3559                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260063
VE16/0/1.3560                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500025
VE16/0/1.3561                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160088
VE16/0/1.3562                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260113
VE16/0/1.3563                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260114
VE16/0/1.3564                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260117
VE16/0/1.3565                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260118
VE16/0/1.3567                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260124
VE16/0/1.3568                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260125
VE16/0/1.3569                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260135
VE16/0/1.3571                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500089
VE16/0/1.3572                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500091
VE16/0/1.3573                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500090
VE16/0/1.3574                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500094
VE16/0/1.3575                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260196
VE16/0/1.3576                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260198
VE16/0/1.3578                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500105
VE16/0/1.3580                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500107
VE16/0/1.3581                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500108
VE16/0/1.3585                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500112
VE16/0/1.3586                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500114
VE16/0/1.3620                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500085
VE16/0/1.3621                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160127
VE16/0/1.3622                 up      up       EXTERNAL-FULLMESH-SPOKE-610019-IPV0500358
VE16/0/1.3625                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260413
VE16/0/1.3628                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260418
VE16/0/1.3629                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260419
VE16/0/1.3630                 up      up       EXTERNAL-FULLMESH-SPOKE-600300-IPV1430028
VE16/0/1.3632                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260428
VE16/0/1.3634                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600081-IPV0500368
VE16/0/1.3635                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260450
VE16/0/1.3638                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160223
VE16/0/1.3640                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490292
VE16/0/1.3641                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490289
VE16/0/1.3644                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260459
VE16/0/1.3645                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260740
VE16/0/1.3647                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160270
VE16/0/1.3648                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490504
VE16/0/1.3650                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490515
VE16/0/1.3652                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260463
VE16/0/1.3653                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260467
VE16/0/1.3656                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160286
VE16/0/1.3657                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260484
VE16/0/1.3659                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160301
VE16/0/1.3660                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260555
VE16/0/1.3661                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260531
VE16/0/1.3662                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260541
VE16/0/1.3663                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260533
VE16/0/1.3664                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260532
VE16/0/1.3665                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260534
VE16/0/1.3666                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260535
VE16/0/1.3667                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260542
VE16/0/1.3668                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260543
VE16/0/1.3670                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260545
VE16/0/1.3671                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260551
VE16/0/1.3673                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490894
VE16/0/1.3674                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490895
VE16/0/1.3675                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490951
VE16/0/1.3677                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490952
VE16/0/1.3678                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260743
VE16/0/1.3680                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260741
VE16/0/1.3683                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260755
VE16/0/1.3686                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500188
VE16/0/1.3687                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500196
VE16/0/1.3688                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260825
VE16/0/1.3689                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500189
VE16/0/1.3690                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500190
VE16/0/1.3695                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500206
VE16/0/1.3696                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500207
VE16/0/1.3697                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260898
VE16/0/1.3698                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260907
VE16/0/1.3702                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800018
